,ID,Title
1084,64313,Add pylint plugin to enforce type hints
1085,68134,IntelliFire Config API Token Config Update
1086,71827,Update BMW connected drive to async
1087,85066,Add Whirlpool washer and dryer to Whirlpool integration
1088,90234,Add new control4 helper function
1089,95242,Add raid array degraded state binary sensor to freebox sensors
1090,96602,Add EZVIZ AlarmControlPanelEntity
1091,86551,Add Devialet integration
1092,113305,Generate HomeAssistantError message from English translations
1093,115522,"Implement support for SwitchBot Meter, MeterPlus, and Outdoor Meter"
1094,118816,Add data coordinator to incomfort integration
1095,121534,Add shopping lists to Mealie integration
1096,3862,Add Emby Server media_player component
1097,11036,Coinbase.com sensor platform
1098,14656,Change nest to cloud push
1099,15520,Add ecovacs component
1100,13390,Adding range filter
1101,12975,Support for security systems controlled by IFTTT
1102,12627,Xiaomi MiIO Fan: Xiaomi Air Humidifier integration
1103,11543,"Hyperion: Add brightness, HDMI and effect support"
1104,17426,XMPP HTTP upload
1105,17034,Switch OwnTracks HTTP to use webhook component
1106,18738,"Support for new velux api, added cover.velux"
1107,20290,Add MVP person component
1108,17548,Add Roku hub and remote
1109,22547,Refactor yeelight code
1110,22799,Fix ps4 not able to use different PSN accounts
1111,35702,Add Nuki Opener integration
1112,34737,Improve UPnP configuration flow
1113,36800,Add device classes for electrical measurement
1114,38125,Add H.265 support to stream component
1115,40058,Add UniFi Uptime sensor
1116,42311,Add HomeKit humidifier/dehumidifier
1117,47632,Add support for breakpoints in scripts
1118,55512,Add iotawatt high-accuracy energy readout sensors
1119,64852,Prepare for Ihc config flow
1120,70151,Add new QNAP QSW integration
1121,74150,Add NextDNS integration
1122,75149,Add Discord calendar platform
1123,73878,Add time remaining sensors for RainMachine programs
1124,79535,Add blebox binary_sensor platform
1125,85409,Add binary_sensor to Starlink
1126,84201,Add econet device and state classes
1127,91070,Reolink prevent ONVIF push being lost due to ConnectionResetError
1128,105037,Deprecate and remove lazy_error from modbus
1129,105413,Move services to entity services in blink
1130,106119,Allow delete_all_refresh_tokens to delete a specific token_type
1131,98281,Add tests and typing to Tado config flow
1132,35585,Adjust zwave_mqtt config mixed units for W
1133,44605,Add Generic Water Heater
1134,108226,Add OSO Energy sensors
1135,116870,Migrate OpenWeaterMap to new library (support API 3.0)
1136,113140,Fully mock the ring_doorbell api and remove requests_mock
1137,118642,Migrate Intergas InComfort/Intouch Lan2RF gateway  YAML to config flow
1138,60900,Implement config_Flow for Sensibo
1139,126461,Add Jellyfin remote entity
1140,4063,Sonos responsiveness improvements + enhancements
1141,6742,Added Met Office weather and sensor components
1142,4852,[device_tracker] Don't clear GPS coordinates when no GPS reported.
1143,10738,More declarative timeout syntax for manual alarm control panel
1144,10547,Add Touchline climate platform
1145,15499,Add spider thermostat
1146,11743,Add Mercedes me component
1147,14419,Add aqara lock support
1148,16638,Add new services for set/refresh Z-Wave device values
1149,16890,Add permissions foundation
1150,18543,Axis config flow
1151,20258,Owlet Care Baby Monitor Component
1152,20518,Add check to validate gamut
1153,20779,Add custom and zone cleaning to Neato Vacuums
1154,21151,Add device tracker entity component
1155,18169,Reconfigure MQTT binary_sensor component if discovery info is changed
1156,21992,Add Satel_integra switchable outputs and multiple partitions
1157,27221,Glances config flow
1158,27764,Central update for Plex platforms
1159,32042,Emoncms API now provides a Unit of Measurement
1160,36132,Add support for VeSync Fans
1161,36104,OVO Energy Integration
1162,36547,Add ClimaCell weather integration
1163,39541,Add WiLight Fan
1164,49376,Apply default light profile only when light is toggled from off to on
1165,49223,Fix and upgrade surepetcare
1166,49812,Define AddEntitiesCallback type
1167,50845,Add remote control platform to BraviaTV
1168,102627,Add a Local To-do component
1169,53633,Strict typing for Neato
1170,54097,Add yale_smart_alarm config options flow
1171,54904,Add support for USB discovery
1172,56535,Fritz clean device_tracker service
1173,65645,Netgear add traffic sensors
1174,68537,Radarr config flow
1175,71778,Add Tuya Multi-functional Sensor (dgnbj)
1176,75645,Update switchbot to be local push
1177,85271,Add config flow for Rain Bird
1178,84664,Fix invalid unique id for Transmission entities
1179,101955,Exchange co2signal package with aioelectricitymaps
1180,100075,Add DataUpdateCoordinator to Minecraft Server
1181,79873,Add Trafikverket Camera integration
1182,111687,Upgrade whirlpool integration to add shared appliances and allow brand selection
1183,106348,Add config flow to enigma2
1184,113848,Deprecate speed limit lock in Tessie
1185,106501,Add get_torrents service to qBittorrent integration
1186,120060,"Upgrade tplink with new platforms, features and device support"
1187,64084,Add switch platform to HomeWizard Energy
1188,100684,Add support for externally connected utility devices in HomeWizard
1189,122639,Support Z-Wave JS dimming lights using color intensity
1190,7113,Added new commands and functionality to the harmony remote component.
1191,7295,Refactor sun component for correctness
1192,4347,Add sensor for reading Austrian ZAMG weather conditions
1193,11124,Support for August doorbell
1194,12417,Adding Foobot device sensor
1195,14757,Add sensor.nsw_fuel_station component
1196,15466,Broadlink media_player platform
1197,11978,KNX Component: Scene support and expose sensor values
1198,20865,Add device HmIP-BSL to Homematic IP
1199,21110,"Add Environment Canada weather, sensor, and camera platforms"
1200,25454,Improve seventeentrack
1201,25308,Enable velbus config entries
1202,27761,Add keyboard_remote trigger on multiple event types and emulate key hold events
1203,28743,Add state dependent icons to moon sensor
1204,31669,Implement soundtouch select source
1205,32591,Add griddy integration
1206,35756,Add Unify Circuit
1207,32859,Add Internet Printing Protocol (IPP) integration
1208,34448,Support Hydrawise API v1.4
1209,37959,Add Xiaomi Miio gateway illuminance sensor and gateway light
1210,38638,Add support for reload_on_update to _abort_if_unique_id_configured
1211,43062,Add SmartThings Power Consumption Report
1212,42982,Report correct weather condition at night for OpenWeatherMap
1213,41227,Add native Python types support to templates
1214,44615,Add discovery to Motion Blinds
1215,45564,Add econet thermostat support and use getattr for sensors
1216,48300,Add set_wait_time command support to Litter-Robot
1217,48270,Add Rituals Perfume Genie sensor platform
1218,49665,Add motion detection support to motionEye
1219,48017,Mark entities for dead zwave_js nodes as unavailable
1220,56446,Allow GET in webhook triggers
1221,56357,Add Uonet+ Vulcan integration
1222,56701,Rework TPLink integration to use python-kasa
1223,58615,Add SensorEntityClass support for Environment Canada integration
1224,58877,Add command_line icon_template
1225,62677,Improve code quality trafikverket_train
1226,64207,Introduce number platform for Shelly
1227,72213,Refactor LIFX discovery to prevent duplicate discovery response handling
1228,74181,IntelliFire Fan Support
1229,73482,Netatmo refactor to use pyatmo 7.0.1
1230,78882,Add options to SelectEntityDescription
1231,86074,Allow customizing sensor state precision
1232,89822,Voice assistant integration with pipelines
1233,100378,Add coordinator to Withings
1234,89090,Add scene.delete service for dynamically created scenes (with scene.create)
1235,104759,Add Wyoming satellite
1236,104718,Add alarm platform to Comelit
1237,58745,Add events and device triggers to LCN
1238,103478,Add V2C Trydan EVSE integration
1239,108753,Use feed name as entity name in GeoJSON
1240,107402,Add lutron fan entity
1241,98722,"Add Downloader config flow, including tests"
1242,114381,Replace pytest-test-groups by custom tests splitter
1243,110950,Add notify entity component
1244,115363,Expose the SkyConnect integration with a firmware config/options flow
1245,117357,Add AlarmDecoder device info
1246,117726,Add Monzo config reauth
1247,118572,Ecovacs get_positions service
1248,123454,Drop violating rows before adding foreign constraints in DB schema 44 migration
1249,110057,Add snapshot service to image entity
1250,9892,Arlo - Fixes for updated library
1251,7381,Axis component
1252,13350,Allow to set a desired update interval for camera_proxy_stream view
1253,21076,Add Groups to Homematic IP
1254,21074,Add component media player.ps4
1255,17721,Async version of melissa
1256,25736,GeoNet NZ Quakes feed integration
1257,24584,New scanner device tracker and ZHA device tracker support
1258,34385,Add sensor platform for vicare integration (heatpump)
1259,41193,Add definitions for grouping media players
1260,45431,Change the API boundary between camera and stream with initial improvement for nest expiring stream urls
1261,45980,Vacation Mode on Alarm Panels
1262,48114,Add SyncThru binary sensors
1263,49960,Allow selection of statistics state characteristic
1264,51905,Fix Daikin integration power sensors
1265,56207,Add resolution to Amcrest camera unique id
1266,59886,Allow multiread in modbus binary_sensor
1267,62892,Add fritz set guest wifi password service
1268,66437,Add dlna_dms integration to support DLNA Digital Media Servers
1269,67127,Implement async websocket in samsungtv
1270,78382,Add light platform for switchbee integration
1271,83952,Allow MQTT device trackers to be able to the reset the location name for auto zone inference
1272,85605,Ensure numeric sensors have a valid value
1273,86100,Support Ecobee climate Aux Heat on/off
1274,84152,Add Bridge module to AsusWRT
1275,87332,Add reolink https webhook warning
1276,89112,Reolink test init 100%
1277,89496,Migrate ssdp to config_flow for frontier_silicon
1278,89737,Introduce a delay between update entity calls
1279,95159,Change naming of MQTT entities to correspond with HA guidelines
1280,97462,Restore passive bluetooth entity data at startup
1281,100438,Avoid redundant calls to async_ha_write_state in MQTT (binary) sensor
1282,104275,Add Flexit bacnet integration
1283,107088,Add coordinator to ring integration
1284,35566,Add climate platform to ozw
1285,60598,Use dataclass properties in hue discovery
1286,27962,Add edl21 component for SML-based smart meters
1287,113993,DNS IP custom ports for IPv4
1288,116965,Add Sensor for Refoss Integration
1289,119432,Add coordinator to evohome and prune async_update code
1290,127870,Migrate device models to entity descriptions and add localization & icons at Home Connect
1291,3256,"Use voluptuous for input_slider, input_boolean, input_select"
1292,9331,GeoRSS sensor
1293,9915,Consolidate frontend
1294,5908,Added support for multiple codes executed in a row
1295,6794,Rfxtrx binary sensor
1296,5583,Add support for the Open Energy Monitor Thermostat
1297,5610,Add history_stats sensor
1298,9264,Add manual alarm_control_panel pending time per state
1299,9178,Adding ZWave CentralScene activation handler.
1300,13104,Added Time based SMA to Filter Sensor
1301,13134,Adding a discoverable Samsung Syncthru Printer sensor platform
1302,18551,Add Ambient Weather PWS Sensor component
1303,19182,Add config flow for Daikin
1304,20269,Add initial support for Sony SDCP projector control
1305,31419,Update onewire component
1306,32005,Add Steam game ID and screenshot paths as attributes
1307,31407,Add optimistic mode for somfy covers that do not support position
1308,34133,Add lutron_caseta config entries
1309,38643,Make CoolMasterNet integration async
1310,38855,Add media_player.group
1311,37229,Add Plugwise scan_interval config option
1312,38921,Use DataUpdateCoordinator for supla
1313,39757,Use entity_class 'safety' in synology_dsm storage sensors
1314,43599,Add discovery of sensors on DS2409 MicroLan
1315,44630,Support blocking trusted network from new ip
1316,49679,Mutesync integration
1317,101373,Do not fail MQTT setup if alarm control panels configured via yaml can't be validated
1318,50486,Add strict typing to fritzbox
1319,52173,Add Xiaomi_miio controls for humidifier - controls for motor speeds
1320,53357,Add SensorEntityDescription class
1321,56886,Improve dlna_dmr code quality
1322,61918,Add get_image method to Stream
1323,65368,Add missing type hints to homekit_controller
1324,65877,Add sensor for filter time left on Tradfri fan platform
1325,66357,Handle additional ONVIF messages (Hikvision)
1326,67447,Add config flow for switch.light
1327,67891,Websocket api to subscribe to entities (payloads reduced by ~80%+ vs state_changed events)
1328,74240,Add config flow to pushbullet
1329,73659,Enable polling for hardwired powerview devices
1330,76265,Code quality changes for LaCrosse View
1331,76801,Add media_player platform to Jellyfin
1332,78788,Move MQTT debug_info to dataclass
1333,84149,Add save clips to Blink services
1334,87438,Support local push updates for most ScreenLogic entities
1335,93223,Add a DataUpdateCoordinator to Hydrawise
1336,108167,Add support for MQTT based ecovacs vacuums
1337,90489,Add Opower integration for getting electricity/gas usage and cost for many utilities
1338,108339,Add individual battery banks as devices
1339,103294,Add icon translations support
1340,110587,Add myuplink reauth flow
1341,111336,Add support for importing integrations in the executor
1342,104334,Add transmission-integration path and protocol
1343,59964,Avoid removing zwave_js devices for non-ready nodes
1344,115857,Fix nws forecast coordinators and remove legacy forecast handling
1345,109508,Convert Anova to cloud push
1346,73722,Bumps version of pyunifiprotect to 4.0.4
1347,110272,Allow per-sensor unit conversion on BMW sensors
1348,116323,Create auxHeatOnly switch in Ecobee integration
1349,122296,Add missing binary sensors to Hive integration
1350,128369,Use runtime_data for Swiss Public Transport
1351,10384,Tellstick Duo acync callback fix
1352,10195,Add LaCrosse sensor platform
1353,6584,Move LIFX to aiolifx for driving the bulbs
1354,4681,Add flic smart button component
1355,14038,Add relative time option to simulated sensors
1356,16422,Add Support for Xiaomi Vibration Sensor
1357,19018,Add Brottsplatskartan sensor
1358,20341,Split out fastdotcom into a component and a sensor platform
1359,17835,Add Tautulli sensor platform
1360,25612,Add ring switch platform
1361,26537,Add Obihai integration
1362,27111,Add transmission info about torrents that is accessible with templating
1363,27247,Add grid sensors to SolarEdge_local
1364,27475,Add Unifi Led
1365,30345,Add xiaomi miio sensors cgllc.airmonitor.s1 & cgllc.airmonitor.b1
1366,34387,Add config flow + async support for SmartHab integration
1367,34267,Add config flow to nws and remove yaml configuration
1368,38027,Blink auth flow improvement and mini camera support
1369,42697,Add reboot and shutdown service to synology_dsm
1370,43509,Add config flow support to google_travel_time
1371,42331,Generate switches for harmony activities automatically
1372,101840,Add energy price number entities to Wallbox
1373,46669,Add Xiaomi Miio vacuum config flow
1374,48558,Add Modbus fan integration
1375,48136,ScreenLogic cleanups
1376,50001,Fix types for WLED
1377,50868,Pylint plugin to check __init__ return type
1378,50668,Enable strict typing for Fritz
1379,51191,Update HLS playlist in stream
1380,56968,Add edl21 sensor state class and device class
1381,58601,"Switch to update coordinator, and bump venstarcolortouch to 0.15"
1382,63130,Implement entity_descriptions in SIA
1383,66414,Bump async-upnp-client to 0.25.0
1384,68674,Add initial implementation of a calendar trigger
1385,75618,Initial xiaomi_ble integration
1386,79436,Fix RFLink unit conversions
1387,80490,Add dynamic unit of measurement support for Overkiz sensor
1388,81151,Improve MQTT type hints / refactor part 9 - light
1389,88096,Statistics component fix device_class for incremental source sensors
1390,92665,Add foscam coordinator
1391,106264,Add switches to drop_connect integration
1392,108297,Add sensors to the flexit_bacnet integration
1393,106563,Add ZHA ZCL thermostat entities
1394,111952,Make FlowResult a generic type
1395,105795,Add Beaufort to wind_speed
1396,109819,Add Ring Intercom support
1397,103574,Add climate fan modes for Airzone Cloud Aidoo devices
1398,107916,Add more timestamp sensors to swiss_public_transport
1399,101413,Adjust Hue integration to use Entity descriptions and translatable entity names
1400,117254,Add forecast service call for extra attributes for nws
1401,113710,Add Swing Mode Feature to Modbus integration
1402,111014,Use integration fallback configuration for tado water heater fallback
1403,104345,Add options flow to Roborock
1404,101641,Add breeze switch to Renson integration
1405,116655,Migrate Habitica Dailies and To-Do's to the todo platform
1406,125378,Add tests to the media_player platform of the Squeezebox integration
1407,6426,Added new services to platform kodi
1408,3627,Add async updates to entities
1409,8958,Season sensor
1410,14823,Refactored Arlo component and enhanced Arlo API queries and times
1411,14841,Epson projector support
1412,15083,Add PJLink media player platform
1413,13976,Adds update file_path service to local_file camera
1414,11296,Reconnect before mochad switch send command
1415,11450,More features for the Bluesound component
1416,11243,"Huge ISY994 platform cleanup, fixes support for 5.0.10 firmware"
1417,14476,Flux bug fix
1418,14472,Add a component for Sisyphus Kinetic Art Tables
1419,22052,Add support for a wider variety of EnOcean devices
1420,24619,Add component VersaSense
1421,27925,Config entry and device for Coolmaster integration
1422,33222,Add battery information to BLE devices
1423,35411,Limit and sort transmission torrents_info attribute
1424,34043,Fix modbus sync/async issues
1425,34339,Add NetdataAlarms sensor to additionally collect alarm information
1426,38138,"Update PyFlume version, support for multiple state attributes"
1427,38727,[RFC] Add Tag integration
1428,39429,Add a new weather integration - Met Éireann
1429,43850,"Add support for effects, transition/brightness parameters to template light, min_mireds and max_mireds templates"
1430,42026,Update xknx to 0.15.3
1431,47300,Add Hive config flow
1432,49099,Add Nettigo Air Monitor integration
1433,47748,Let recorder deal with event names longer than 32 chars
1434,55741,Rework Tractive integration init
1435,59417,ZHA ElectricalMeasurement cluster add Frequency and Power Factor
1436,61104,Support additional Apple TV device types
1437,59712,Add climate platform to Shelly
1438,62611,Allow generic camera conf without still_image_url
1439,65070,Add air quality sensor for Tradfri air purifier
1440,66996,Update sensors for Subaru integration
1441,71247,Decouple stream options from PyAV options
1442,75568,Add identify and restart button entities to the LIFX integration
1443,75468,Add coordinator and entity for passive bluetooth devices
1444,77695,Code Quality Improvements for Advantage Air
1445,76795,Add support for USB dongles to the hardware integration
1446,79229,Fix overkiz entity name
1447,81538,Add Overkiz DomesticHotWaterProduction
1448,84317,"Add Autofocus, IR lamp, and Wiper switches in ONVIF"
1449,89937,Add Landis+Gyr MWh-readings from ultraheat-api
1450,97681,Add account sensors to electric kiwi integration
1451,94780,Fix memory leaks in websocket api
1452,96797,Add event entity
1453,103463,Fix default lock code for lock services
1454,105421,Add Binary Sensor platform to Tessie
1455,95594,Handle Auto Fan and MyFan in Advantage Air
1456,81948,Add date platform
1457,100418,Add toggle service to climate
1458,108287,Add Bluetooth support to La Marzocco integration
1459,92256,Add tilt support to Matter cover
1460,123245,Add Reolink chime play action
1461,83514,Add support for SomfyHeatingTemperatureInterface in Overkiz integration
1462,104725,Add Epic Games Store integration
1463,122510,Test storage save and load for evohome
1464,117109,Keep observation data valid for 60 min and retry with no data for nws
1465,118360,Add ista EcoTrend integration
1466,117484,Replace Solarlog unmaintained library
1467,116102,Deprecate the dynamic package sensors in seventeentrack
1468,123311,Add Valve platform to Matter integration
1469,10111,Changing handling for google_assistant groups to treat them as lights.
1470,7479,Add Kira component to sensor and remote platforms
1471,8100,Implement templates for covers
1472,6708,Adding expire_after to mqtt sensor to expire outdated values
1473,4517,Migrate REST switch to async
1474,11479,Lazy loading of service descriptions
1475,16378,Add a component for GreenEye Monitor
1476,17166,Fix and improvment of Swiss Hydrological Data component
1477,19726,Support for Multiple modbus hubs
1478,20733,Fix MagicHome LEDs with flux_led component
1479,17700,Enable config flow for Luftdaten
1480,22580,Add mobile_app notify platform
1481,22827,Ambiclimate
1482,23283,render_with_collect method for template
1483,23793,Fix for battery device: new_device referenced before assignment.
1484,31945,Add a Prometheus metric for HVAC action
1485,34520,Config flow for ONVIF
1486,33852,Add Dexcom Integration
1487,34057,Fix tuya network failure startup
1488,34223,Improve the transmission integration
1489,36754,ConfigFlow default discovery without unique ID
1490,41905,Bump aioshelly library to 0.4.0
1491,39738,Fix/Refactor Hyperion Integration
1492,45768,Add Mazda Connected Services integration
1493,45766,Use oauthv3 for Tesla
1494,47880,Add config flow to Verisure
1495,50806,Update PyISY to v3.0.0 and ISY994 to use Async IO
1496,50418,Tibber sensors
1497,53744,Use entity descriptions for zwave_js sensors
1498,54075,Add device classes that were part of deprecated air quality entity
1499,65023,Complementing the Tuya Curtain (cl) category
1500,72373,Update MQTT tests to use the config entry setup
1501,76366,"Add ecobee CO2, VOC, and AQI sensors"
1502,78412,Address late review of SwitchBee
1503,79601,Local calendar integration
1504,80702,Add typing hints for MQTT mixins
1505,82809,Bump pycoolmasternet-async and add coolmaster swing mode
1506,84853,Ruuvi Gateway integration
1507,85156,Hassil intents
1508,88984,Add DHCP discovery to Obihai
1509,95189,Abort apple_tv config flows when device is a Mac
1510,103407,Reolink add media browser for playback of recordings
1511,105926,Add Tailwind integration
1512,103481,Add utility meter option for the sensor to always be available
1513,102828,Suppress log warnings when a sensor group has non numeric members
1514,106778,Add wake on LAN via Fritz!Box for tracked devices
1515,111190,Add binary sensor platform to microBees
1516,37523,Add OZW support for set_config_parameter service
1517,122462,Add AirTouch5 cover
1518,120802,Integration for IronOS (Pinecil V2) soldering irons
1519,121502,Setup Google Cloud from the UI
1520,125457,Add k10+ vacuum in switchbot cloud integration
1521,8397,New service send_magic_packet with new component wake_on_lan
1522,10089,pyLoad download sensor
1523,7192,New component: bluesound
1524,7145,LIFX light effects
1525,6096,Create zwave devices on OZW thread and only add them during discovery
1526,6786,Feature/min max improvements
1527,8458,geizhals sensor component
1528,9281,DoorBird Component
1529,14934,Add entity support to Waze Travel Time
1530,12289,Zigbee fan
1531,13526,Add FreeDNS component
1532,13664,Add IBM Watson IoT Platform component
1533,14326,Add sensors and services to RainMachine
1534,16519,Made it possible to define multiple Octoprint printers
1535,17158,Add device tracking for the BT Smart Hub router
1536,18753,Fix hdmi_cec entity race
1537,19997,Support for scenes over multiple hue bridges
1538,20469,ZHA component rewrite part 4 - add device module
1539,21419,Register 'firetv.adb_command' service
1540,21465,Move Broadlink services to component
1541,21564,Start preparing for homekit_controller config entries
1542,22540,Raise ConfigEntryNotReady for MQTT connection exception
1543,25837,Refactor pihole integration
1544,26220,"Support SmartStrip type devices (HS300, HS107) in tplink component"
1545,27569,(Re)Add support for multiple Pi-Holes
1546,24621,Add support for arcam fmj receivers
1547,28434,Speech to Text component
1548,28537,Add Signal Messenger integration
1549,28845,Improve MAX! Cube integration
1550,29948,Add onewire devices and owserver remote host support
1551,30337,Config Flow and Entity registry support for Monoprice
1552,32103,Add sighthound save image
1553,32072,Add config entry for AirVisual
1554,34288,Add Avri config flow
1555,38935,Add zodiac integration
1556,42469,Add initial blueprint support
1557,40667,Implement template rate limits
1558,41682,Add KMTronic Integration
1559,41714,Fix kodi media_player unavailable at start
1560,45449,Improve the discovery process for Gree
1561,49785,Create APIs for Insteon panel
1562,50740,Add strict type annotations to fitbit
1563,54564,Add sensor platform for Xiaomi Miio fans
1564,55902,Add Solar Edge entity device and state class
1565,56672,Add Tuya v2 fan platform
1566,56966,Use DataUpdateCoordinator in Vallox
1567,68596,Add unique_id to utility_meter sensors
1568,73806,Wait for config entry platform forwards
1569,77757,Clear MQTT discovery topic when a disabled entity is removed
1570,76342,Support polling the MiFlora battery
1571,77117,Increase file upload limit to 100 MB
1572,80393,"Add ""turn on"" device trigger for Samsung TV"
1573,80810,Improve handling of svg still images in generic camera
1574,80745,Improve pjlink reliability
1575,81465,Use _attr_ for MQTT light
1576,83145,Support older twinkly devices without effects
1577,84417,Move Rainbird to async client library
1578,86131,Add modbus min/max values
1579,91230,Add stt entity
1580,93684,Avoid use of datetime.utc* methods deprecated in Python 3.12
1581,97572,Add neato dismiss alert button
1582,95984,Add support for service translations
1583,100499,Add Energyzero get_prices service
1584,48860,Improve enter and exit criteria for zones
1585,104906,Add config flow to System Monitor
1586,105427,Add Translation for Roborock exceptions
1587,108650,Add icon to areas
1588,104183,Add config flow for Time & Date
1589,108125,Improve package schema validation
1590,93451,Add config flow to Twitch
1591,108796,Show WebRTC cameras that also support HLS in the media browser
1592,112282,Add support for preloading platforms in the loader
1593,110287,New BMW sensor for climate activity
1594,114500,Bump aioautomower to 2024.4.3
1595,112388,Add sensor platform to romy integration
1596,92640,Add websocket API to get list of recorded entities
1597,117946,Require registered device id for all timer intents
1598,117514,Add BaseEntity for apsystems integration
1599,117147,Add support for V2C Trydan 2.1.7
1600,112715,Add support for sending telegram messages to topics
1601,122144,APSystems - add configuration option 'port' in config flow
1602,121617,Add sensor platform to MadVR
1603,116585,Allow attaching additional data to schedule helper blocks
1604,126349,Deprecate tplink alarm button entities
1605,125709,Add select platform to LG ThinQ integration
1606,6727,Support xy_color for all light platforms
1607,5877,Mediaplayer clementine remote
1608,15222,deconz: fix light.turn_off with transition
1609,12952,add support for Sensirion SHT31 temperature/humidity sensor
1610,12792,check_config script evolution
1611,12727,Add Freebox device tracker
1612,14579,Add zha device entity
1613,16560,Add image support to hangouts notifications
1614,18333,Add Mythic Beasts DNSAPI Component
1615,19130,Add RaspyRFM switch platform
1616,19971,Split googlehome to a component with device tracker platform
1617,22215,Add support for Dyson Purecool 2018 Air Purifiers models TP04 and DP04
1618,22667,Create decorator to check service permissions
1619,22167,Improve PS4 media art fetching and config flow
1620,26516,Add availability_template to Template Sensor platform
1621,24281,Add Elgato Avea integration
1622,24219,Adds AdGuard Home integration
1623,23429,Refactor netatmo to use hass.data
1624,25926,Add system options to config entries
1625,26078,GeoNet NZ Quakes Sensor
1626,27960,Add ATEN PE component for ATEN eco PDUs
1627,28298,Add soundtouch attributes exposing multiroom zone info
1628,29006,Update heatmiserv3 integration
1629,30125,Update Integration of Keba charging station
1630,30986,Add Salt Fiber Box device tracker
1631,29223,Move imports to top for statistics
1632,32360,Add github sensor latest tag attribute
1633,32772,Implement Alexa.CameraStreamController in Alexa
1634,38729,Automatically configure HTTP auth type in ONVIF snapshots
1635,38329,Intelligent timeout handler for setup/bootstrap
1636,37741,Fix zone cleaning and raise config entry not ready when needed
1637,44001,Retry tuya setup on auth rate limiting
1638,42277,Fix AVError and allow more missing DTS packets in stream
1639,44807,Add Tado weather support
1640,45406,Add support for Shelly battery operated devices
1641,45886,Add litterrobot integration
1642,45014,Add tado service set temperature offset
1643,44309,Add RFXtrx Rfy venetian blinds tilt control
1644,48256,Add analytics integration
1645,49938,Fix modbus typing
1646,50901,Add Supervisor discovery to motionEye
1647,50718,Add full typing to kraken
1648,50741,Add consider_home option to Fritz device_tracker
1649,102129,Add improv_ble integration
1650,50236,Update MQTT cover template handling
1651,51757,Refactor Sonos alarms and favorites into system-level coordinators
1652,52843,Fix Neato reauth flow when token expired
1653,53807,Add support for MJJSQ humidifiers for Xiaomi MIIO integration
1654,57226,Add Netgear ssid and conn_ap_mac sensors
1655,58887,Aurora abb defer unique_id assignment during yaml import
1656,60301,Add binary sensor platform to devolo Home Network
1657,63108,Enable strict typing for Overkiz integration
1658,68320,Support custom baud speed
1659,70887,Add config flow to skybell
1660,72171,Netgear add router switches
1661,71218,System Bridge 3.x.x
1662,78234,Support hvacsystem in fibaro integration
1663,76566,Add schedule helper
1664,78383,Add cover platform for switchbee integration
1665,78385,Add climate platform to switchbee integration
1666,81001,Improve MQTT type hints part 6
1667,85085,Refactor entity registry JSON cache
1668,87501,Add support for dormakaba dKey locks
1669,87932,Reolink add new number entities
1670,91483,Add buttons for resetting vacuum consumable status in xiaomi_miio
1671,91700,Add MQTT fan direction support
1672,94613,Sentence trigger
1673,94809,Add trigger for persistent_notification
1674,97495,Offer work- a-round for MQTT entity names that start with the device name
1675,85767,Add pvpc hourly pricing optional API Token support
1676,101748,Keep capabilities up to date in the entity registry
1677,96573,Allow multiple configs for srp energy
1678,105765,Add ZHA configuration number entity to set/get thermostat cluster local temperature offset
1679,105887,Issue warning if glances server version is 2
1680,110810,Add myuplink switch platform
1681,109505,Add single_config_entry manifest option
1682,112640,Schedule polling as periodic tasks
1683,45193,Add cover platform to zwave js
1684,118452,Add new coordinators to Tessie
1685,112815,Fix hang in SNMP device_tracker implementation
1686,103844,Add HassDict implementation
1687,117504,Post review comments on APsystems
1688,106947,Add code_format_template to template locks
1689,115901,Add valve domain to HomeKit
1690,118375,Use external temp if needed in Broadlink
1691,122518,Add temperature sensors for unifi device
1692,124869,Split opentherm_gw entities between different devices
1693,126143,Use BSH keys as unique ID's suffix at Home Connect
1694,126283,Implement new state property for alarm_control_panel which is using an enum
1695,100602,Use data update coordinator in NextBus to reduce api calls
1696,8272,Add london_underground
1697,5793,Telegram webhooks
1698,5743,Adding helper for get and set values
1699,5084,Squeezebox JSON-RPC
1700,14618,Adding ryobi garage door opener
1701,15489,Add multi-factor authentication modules
1702,18779,Initial scene support for Fibaro hubs
1703,19419,Various enhancements for WeMo component/platforms
1704,20578,Use PLATFORM_SCHEMA_BASE as base schema for additional components.
1705,20706,Move weather.ipma into a component
1706,21593,Move yeelight into component
1707,22418,Amcrest: Add on/off support & attributes. Bump amcrest to 1.3.0
1708,27344,Generate ADB key for Android TV integration
1709,23922,Fire event when core config is updated
1710,25154,Add Withings support
1711,30095,Add Tado water_heater
1712,31248,Samsung TV refinements
1713,28766,Fix Repetier integration entity indexing
1714,32065,Add and use time related constants
1715,31967,Add KEF services for DSP
1716,32040,Fix volume control for Frontier Silicon media players
1717,35703,Poll all status data in Vera
1718,33001,Try all Samsung TV websocket ports
1719,33380,Replace asyncio.wait with asyncio.gather since wait ignores exceptions
1720,35352,Xiaomi Miio zeroconf discovery
1721,38054,Make ozw CCT use device attributes instead of hard coded values
1722,37271,Switch rfxtrx to dispatcher
1723,39090,Device automation triggers for stateless HomeKit accessories
1724,39711,Support shelly cover(roller) mode
1725,40071,Add media dirs core configuration
1726,40123,Rebuilt Splunk using custom library
1727,43572,Add Abode MFA support
1728,42176,Fix async_track_utc_time_change firing too early
